report_date,borough,community_districts,family_with_children_commercial_hotel,family_with_children_shelter,family_cluster
2025-04-30,Brooklyn,16.0,578.0,2188.0,
2025-04-30,Brooklyn,15.0,431.0,191.0,
2025-04-30,Brooklyn,14.0,163.0,73.0,
2025-04-30,Brooklyn,13.0,,349.0,
2025-04-30,Brooklyn,12.0,,116.0,
2025-04-30,Brooklyn,11.0,,,
2025-04-30,Brooklyn,10.0,,,
2025-04-30,Brooklyn,9.0,,369.0,
2025-04-30,Brooklyn,8.0,143.0,513.0,
2025-04-30,Brooklyn,7.0,329.0,357.0,
2025-04-30,Brooklyn,6.0,354.0,448.0,
2025-04-30,Brooklyn,5.0,906.0,537.0,
2025-04-30,Brooklyn,4.0,54.0,845.0,
2025-04-30,Brooklyn,3.0,420.0,384.0,
2025-04-30,Bronx,12.0,643.0,786.0,
2025-04-30,Bronx,11.0,,,
2025-04-30,Brooklyn,2.0,,65.0,
2025-04-30,Bronx,10.0,,503.0,
2025-04-30,Bronx,9.0,699.0,1046.0,
2025-04-30,Bronx,8.0,,611.0,
2025-04-30,Bronx,7.0,650.0,727.0,
2025-04-30,Bronx,4.0,338.0,2022.0,
2025-03-31,Brooklyn,12.0,,129.0,
2025-03-31,Brooklyn,16.0,772.0,2147.0,
2025-03-31,Westchester,,,,
2025-03-31,Staten Island,3.0,,,
2025-03-31,Staten Island,2.0,167.0,,
2025-03-31,Staten Island,1.0,164.0,517.0,
2025-03-31,Queens,14.0,484.0,140.0,
2025-03-31,Queens,13.0,491.0,650.0,
2025-03-31,Queens,12.0,7314.0,1291.0,
2025-03-31,Queens,11.0,173.0,,
2025-03-31,Queens,10.0,684.0,,
2025-03-31,Queens,9.0,,,
2025-03-31,Queens,8.0,166.0,291.0,
2025-03-31,Queens,7.0,104.0,,
2025-03-31,Queens,6.0,,200.0,
2025-03-31,Queens,5.0,,447.0,
2025-03-31,Queens,4.0,,487.0,
2025-03-31,Queens,3.0,1759.0,654.0,
2025-03-31,Queens,2.0,1370.0,338.0,
2025-03-31,Queens,1.0,4923.0,282.0,
2025-03-31,Manhattan,12.0,,,
2025-03-31,Manhattan,11.0,,448.0,
2025-03-31,Manhattan,10.0,,602.0,
2025-03-31,Manhattan,9.0,,586.0,
2025-03-31,Manhattan,8.0,560.0,,
2025-03-31,Manhattan,7.0,962.0,347.0,
2025-03-31,Manhattan,6.0,270.0,548.0,
2025-03-31,Manhattan,5.0,1918.0,426.0,
2025-03-31,Manhattan,4.0,1228.0,340.0,
2025-03-31,Manhattan,3.0,143.0,90.0,
2025-03-31,Manhattan,2.0,327.0,,
2025-03-31,Manhattan,1.0,4.0,,
2025-03-31,Brooklyn,18.0,280.0,736.0,
2025-03-31,Brooklyn,17.0,285.0,1644.0,
2025-03-31,Brooklyn,15.0,423.0,180.0,
2025-03-31,Brooklyn,14.0,146.0,70.0,
2025-03-31,Brooklyn,13.0,,371.0,
2025-03-31,Brooklyn,11.0,,,
2025-03-31,Brooklyn,10.0,,,
2025-03-31,Brooklyn,9.0,,371.0,
2025-03-31,Brooklyn,8.0,82.0,449.0,
2025-03-31,Brooklyn,7.0,318.0,350.0,
2025-03-31,Brooklyn,6.0,341.0,486.0,
2025-03-31,Brooklyn,5.0,919.0,542.0,
2025-03-31,Brooklyn,4.0,56.0,848.0,
2025-03-31,Brooklyn,3.0,429.0,364.0,
2025-03-31,Brooklyn,2.0,,171.0,
2025-03-31,Brooklyn,1.0,523.0,,
2025-03-31,Bronx,12.0,598.0,608.0,
2025-03-31,Bronx,11.0,,,
2025-03-31,Bronx,10.0,,505.0,
2025-03-31,Bronx,9.0,250.0,1478.0,
2025-03-31,Bronx,8.0,,485.0,
2025-03-31,Bronx,7.0,627.0,670.0,
2025-03-31,Bronx,6.0,1220.0,1783.0,
2025-03-31,Bronx,5.0,147.0,968.0,
2025-03-31,Bronx,4.0,285.0,2021.0,
2025-03-31,Bronx,3.0,,1213.0,
2025-03-31,Bronx,2.0,,726.0,
2025-03-31,Bronx,1.0,192.0,1159.0,
2025-02-28,Bronx,11.0,,,
2025-02-28,Bronx,10.0,,500.0,
2025-02-28,Bronx,9.0,246.0,1475.0,
2025-02-28,Bronx,8.0,,471.0,
2025-02-28,Bronx,7.0,553.0,684.0,
2025-02-28,Bronx,6.0,1146.0,1770.0,
2025-02-28,Bronx,5.0,131.0,1043.0,
2025-02-28,Bronx,4.0,328.0,2084.0,
2025-02-28,Bronx,3.0,,1234.0,
2025-02-28,Westchester,,,,
2025-02-28,Bronx,1.0,197.0,1146.0,
2025-02-28,Bronx,2.0,,744.0,
2025-02-28,Staten Island,3.0,,,
2025-02-28,Staten Island,2.0,364.0,,
2025-02-28,Staten Island,1.0,49.0,515.0,
2025-02-28,Queens,14.0,457.0,164.0,
2025-02-28,Queens,13.0,468.0,684.0,
2025-02-28,Queens,12.0,6470.0,1328.0,
2025-02-28,Queens,11.0,152.0,,
2025-02-28,Queens,10.0,669.0,,
2025-02-28,Queens,9.0,,,
2025-02-28,Queens,8.0,162.0,298.0,
2025-02-28,Queens,7.0,69.0,,
2025-02-28,Queens,6.0,,204.0,
2025-02-28,Queens,5.0,,470.0,
2025-02-28,Queens,4.0,87.0,478.0,
2025-02-28,Queens,3.0,1737.0,672.0,
2025-02-28,Queens,2.0,912.0,262.0,
2025-02-28,Queens,1.0,4956.0,312.0,
2025-02-28,Manhattan,12.0,,,
2025-02-28,Manhattan,11.0,,458.0,
2025-02-28,Manhattan,10.0,,574.0,
2025-02-28,Manhattan,9.0,,677.0,
2025-02-28,Manhattan,8.0,553.0,,
2025-02-28,Manhattan,7.0,979.0,296.0,
2025-02-28,Manhattan,6.0,270.0,535.0,
2025-02-28,Manhattan,5.0,1794.0,993.0,
2025-02-28,Manhattan,4.0,1125.0,340.0,
2025-02-28,Manhattan,3.0,103.0,89.0,
2025-02-28,Manhattan,2.0,320.0,,
2025-02-28,Manhattan,1.0,496.0,,
2025-02-28,Brooklyn,18.0,285.0,744.0,
2025-02-28,Brooklyn,17.0,272.0,1600.0,
2025-02-28,Brooklyn,16.0,751.0,2215.0,
2025-02-28,Brooklyn,15.0,401.0,185.0,
2025-02-28,Brooklyn,14.0,150.0,83.0,
2025-02-28,Brooklyn,13.0,,377.0,
2025-02-28,Brooklyn,12.0,,122.0,
2025-02-28,Brooklyn,11.0,,,
2025-02-28,Brooklyn,10.0,,,
2025-02-28,Brooklyn,9.0,,376.0,
2025-02-28,Brooklyn,8.0,153.0,433.0,
2025-02-28,Brooklyn,7.0,311.0,371.0,
2025-02-28,Brooklyn,6.0,341.0,503.0,
2025-02-28,Brooklyn,5.0,903.0,527.0,
2025-02-28,Brooklyn,4.0,62.0,814.0,
2025-02-28,Brooklyn,3.0,462.0,370.0,
2025-02-28,Brooklyn,2.0,,66.0,
2025-02-28,Brooklyn,1.0,504.0,,
2025-02-28,Bronx,12.0,596.0,817.0,
2025-01-31,Queens,14.0,488.0,165.0,
2025-01-31,Bronx,10.0,,494.0,
2025-01-31,Bronx,9.0,256.0,1529.0,
2025-01-31,Bronx,8.0,,477.0,
2025-01-31,Bronx,7.0,585.0,667.0,
2025-01-31,Bronx,6.0,1131.0,1750.0,
2025-01-31,Bronx,5.0,132.0,1085.0,
2025-01-31,Bronx,4.0,336.0,2164.0,
2025-01-31,Bronx,3.0,,1292.0,
2025-01-31,Bronx,12.0,566.0,800.0,
2025-01-31,Brooklyn,1.0,519.0,,
2025-01-31,Brooklyn,3.0,434.0,400.0,
2025-01-31,Brooklyn,4.0,70.0,829.0,
2025-01-31,Brooklyn,5.0,947.0,490.0,
2025-01-31,Brooklyn,6.0,344.0,531.0,
2025-01-31,Brooklyn,7.0,317.0,377.0,
2025-01-31,Brooklyn,8.0,152.0,428.0,
2025-01-31,Brooklyn,9.0,,363.0,
2025-01-31,Brooklyn,10.0,,,
2025-01-31,Brooklyn,11.0,,,
2025-01-31,Brooklyn,12.0,,131.0,
2025-01-31,Brooklyn,13.0,,410.0,
2025-01-31,Brooklyn,14.0,170.0,81.0,
2025-01-31,Brooklyn,15.0,419.0,188.0,
2025-01-31,Brooklyn,16.0,749.0,2298.0,
2025-01-31,Brooklyn,17.0,300.0,1629.0,
2025-01-31,Brooklyn,18.0,314.0,790.0,
2025-01-31,Manhattan,1.0,458.0,,
2025-01-31,Manhattan,2.0,307.0,,
2025-01-31,Manhattan,3.0,96.0,173.0,
2025-01-31,Manhattan,4.0,1282.0,360.0,
2025-01-31,Manhattan,5.0,1817.0,996.0,
2025-01-31,Manhattan,6.0,259.0,556.0,
2025-01-31,Manhattan,7.0,940.0,249.0,
2025-01-31,Manhattan,8.0,533.0,,
2025-01-31,Manhattan,9.0,,687.0,
2025-01-31,Manhattan,10.0,,715.0,
2025-01-31,Manhattan,11.0,,494.0,
2025-01-31,Manhattan,12.0,,,
2025-01-31,Queens,1.0,5292.0,313.0,
2025-01-31,Queens,2.0,956.0,266.0,
2025-01-31,Queens,3.0,1839.0,686.0,
2025-01-31,Queens,4.0,106.0,506.0,
2025-01-31,Queens,5.0,,236.0,
2025-01-31,Queens,6.0,,195.0,
2025-01-31,Queens,7.0,64.0,,
2025-01-31,Queens,8.0,162.0,288.0,
2025-01-31,Queens,9.0,,,
2025-01-31,Queens,10.0,674.0,,
2025-01-31,Queens,11.0,165.0,,
2025-01-31,Queens,12.0,6624.0,1211.0,
2025-01-31,Queens,13.0,504.0,725.0,
2025-01-31,Bronx,11.0,,,
2025-01-31,Staten Island,1.0,44.0,522.0,
2025-01-31,Staten Island,2.0,406.0,,
2025-01-31,Staten Island,3.0,,,
2025-01-31,Westchester,,,,
2025-01-31,Bronx,2.0,,766.0,
2025-01-31,Bronx,1.0,213.0,1222.0,
2025-01-31,Brooklyn,2.0,,73.0,
2024-12-31,Brooklyn,15.0,425.0,182.0,
2024-12-31,Brooklyn,16.0,808.0,2376.0,
2024-12-31,Brooklyn,17.0,319.0,1600.0,
2024-12-31,Brooklyn,18.0,329.0,819.0,
2024-12-31,Manhattan,1.0,527.0,,
2024-12-31,Manhattan,2.0,296.0,,
2024-12-31,Manhattan,3.0,106.0,92.0,
2024-12-31,Manhattan,4.0,1296.0,355.0,
2024-12-31,Bronx,3.0,,1249.0,
2024-12-31,Bronx,4.0,330.0,2143.0,
2024-12-31,Bronx,5.0,134.0,1081.0,
2024-12-31,Bronx,6.0,1065.0,1801.0,
2024-12-31,Bronx,7.0,622.0,569.0,
2024-12-31,Bronx,8.0,,406.0,
2024-12-31,Bronx,9.0,279.0,1550.0,
2024-12-31,Bronx,10.0,,543.0,
2024-12-31,Bronx,11.0,,,
2024-12-31,Bronx,12.0,538.0,803.0,
2024-12-31,Bronx,1.0,207.0,1213.0,
2024-12-31,Brooklyn,1.0,545.0,,
2024-12-31,Brooklyn,2.0,,67.0,
2024-12-31,Brooklyn,3.0,462.0,415.0,
2024-12-31,Brooklyn,4.0,72.0,838.0,
2024-12-31,Brooklyn,5.0,975.0,458.0,
2024-12-31,Brooklyn,6.0,415.0,520.0,
2024-12-31,Brooklyn,7.0,327.0,389.0,
2024-12-31,Brooklyn,8.0,145.0,400.0,
2024-12-31,Brooklyn,9.0,,348.0,
2024-12-31,Brooklyn,10.0,,,
2024-12-31,Brooklyn,11.0,,,
2024-12-31,Bronx,2.0,,743.0,
2024-12-31,Westchester,,70.0,,
2024-12-31,Staten Island,3.0,,,
2024-12-31,Manhattan,5.0,1823.0,985.0,
2024-12-31,Manhattan,6.0,257.0,534.0,
2024-12-31,Manhattan,7.0,940.0,348.0,
2024-12-31,Manhattan,8.0,515.0,,
2024-12-31,Manhattan,9.0,,673.0,
2024-12-31,Manhattan,10.0,,616.0,
2024-12-31,Manhattan,11.0,,529.0,
2024-12-31,Manhattan,12.0,,,
2024-12-31,Queens,1.0,5471.0,313.0,
2024-12-31,Queens,2.0,962.0,280.0,
2024-12-31,Queens,3.0,1905.0,739.0,
2024-12-31,Queens,4.0,120.0,487.0,
2024-12-31,Queens,5.0,,232.0,
2024-12-31,Queens,6.0,,145.0,
2024-12-31,Queens,7.0,79.0,,
2024-12-31,Queens,8.0,167.0,301.0,
2024-12-31,Queens,9.0,,,
2024-12-31,Queens,10.0,680.0,,
2024-12-31,Queens,11.0,161.0,,
2024-12-31,Queens,12.0,6701.0,1368.0,
2024-12-31,Queens,13.0,529.0,765.0,
2024-12-31,Queens,14.0,528.0,157.0,
2024-12-31,Staten Island,1.0,55.0,532.0,
2024-12-31,Staten Island,2.0,481.0,,
2024-12-31,Brooklyn,12.0,,134.0,
2024-12-31,Brooklyn,13.0,,417.0,
2024-12-31,Brooklyn,14.0,173.0,90.0,
2024-11-30,Bronx,1.0,216.0,1243.0,
2024-11-30,Staten Island,3.0,,,
2024-11-30,Bronx,2.0,,790.0,
2024-11-30,Bronx,3.0,,1278.0,
2024-11-30,Bronx,4.0,324.0,2133.0,
2024-11-30,Bronx,5.0,137.0,1099.0,
2024-11-30,Bronx,6.0,1149.0,1828.0,
2024-11-30,Bronx,7.0,618.0,569.0,
2024-11-30,Bronx,8.0,,421.0,
2024-11-30,Bronx,9.0,275.0,1528.0,
2024-11-30,Bronx,10.0,,557.0,
2024-11-30,Bronx,11.0,,,
2024-11-30,Bronx,12.0,551.0,802.0,
2024-11-30,Brooklyn,1.0,525.0,,
2024-11-30,Brooklyn,2.0,,74.0,
2024-11-30,Brooklyn,3.0,387.0,433.0,
2024-11-30,Brooklyn,4.0,64.0,848.0,
2024-11-30,Brooklyn,5.0,968.0,494.0,
2024-11-30,Brooklyn,6.0,407.0,517.0,
2024-11-30,Brooklyn,7.0,308.0,378.0,
2024-11-30,Brooklyn,8.0,144.0,355.0,
2024-11-30,Brooklyn,9.0,,326.0,
2024-11-30,Brooklyn,10.0,,,
2024-11-30,Brooklyn,11.0,,,
2024-11-30,Brooklyn,12.0,,138.0,
2024-11-30,Brooklyn,13.0,,411.0,
2024-11-30,Brooklyn,14.0,173.0,88.0,
2024-11-30,Brooklyn,15.0,429.0,187.0,
2024-11-30,Brooklyn,16.0,770.0,2402.0,
2024-11-30,Brooklyn,17.0,292.0,1616.0,
2024-11-30,Brooklyn,18.0,321.0,857.0,
2024-11-30,Manhattan,1.0,541.0,,
2024-11-30,Manhattan,2.0,305.0,,
2024-11-30,Manhattan,3.0,105.0,107.0,
2024-11-30,Manhattan,4.0,1326.0,382.0,
2024-11-30,Manhattan,5.0,1853.0,982.0,
2024-11-30,Manhattan,6.0,262.0,487.0,
2024-11-30,Manhattan,7.0,951.0,344.0,
2024-11-30,Manhattan,8.0,500.0,,
2024-11-30,Manhattan,9.0,,684.0,
2024-11-30,Manhattan,10.0,,618.0,
2024-11-30,Manhattan,11.0,,537.0,
2024-11-30,Manhattan,12.0,,,
2024-11-30,Queens,1.0,5620.0,320.0,
2024-11-30,Queens,2.0,965.0,278.0,
2024-11-30,Queens,3.0,1873.0,749.0,
2024-11-30,Queens,4.0,145.0,508.0,
2024-11-30,Queens,5.0,,224.0,
2024-11-30,Queens,6.0,,86.0,
2024-11-30,Queens,7.0,86.0,,
2024-11-30,Queens,8.0,165.0,297.0,
2024-11-30,Queens,9.0,,,
2024-11-30,Queens,10.0,666.0,,
2024-11-30,Queens,11.0,182.0,,
2024-11-30,Queens,12.0,6895.0,1396.0,
2024-11-30,Queens,13.0,548.0,802.0,
2024-11-30,Queens,14.0,542.0,165.0,
2024-11-30,Staten Island,1.0,57.0,552.0,
2024-11-30,Staten Island,2.0,522.0,,
2024-11-30,Westchester,,78.0,,
2024-10-31,Queens,11.0,150.0,,
2024-10-31,Staten Island,1.0,49.0,552.0,
2024-10-31,Staten Island,2.0,562.0,,
2024-10-31,Staten Island,3.0,,,
2024-10-31,Westchester,,77.0,,
2024-10-31,Bronx,1.0,225.0,1241.0,
2024-10-31,Queens,12.0,6770.0,1377.0,
2024-10-31,Queens,13.0,535.0,854.0,
2024-10-31,Queens,14.0,556.0,149.0,
2024-10-31,Bronx,2.0,,780.0,
2024-10-31,Bronx,3.0,,1285.0,
2024-10-31,Bronx,4.0,316.0,2222.0,
2024-10-31,Bronx,5.0,147.0,1398.0,
2024-10-31,Bronx,6.0,1076.0,2015.0,
2024-10-31,Bronx,7.0,607.0,433.0,
2024-10-31,Bronx,8.0,,394.0,
2024-10-31,Bronx,9.0,231.0,1535.0,
2024-10-31,Bronx,10.0,,566.0,
2024-10-31,Bronx,11.0,,,
2024-10-31,Bronx,12.0,556.0,805.0,
2024-10-31,Brooklyn,1.0,537.0,,
2024-10-31,Brooklyn,2.0,,75.0,
2024-10-31,Brooklyn,3.0,417.0,429.0,
2024-10-31,Brooklyn,4.0,72.0,831.0,
2024-10-31,Brooklyn,5.0,963.0,513.0,
2024-10-31,Brooklyn,6.0,394.0,559.0,
2024-10-31,Brooklyn,7.0,299.0,387.0,
2024-10-31,Brooklyn,8.0,141.0,374.0,
2024-10-31,Brooklyn,9.0,,330.0,
2024-10-31,Brooklyn,10.0,,,
2024-10-31,Brooklyn,11.0,,,
2024-10-31,Brooklyn,12.0,,142.0,
2024-10-31,Brooklyn,13.0,,424.0,
2024-10-31,Brooklyn,14.0,180.0,90.0,
2024-10-31,Brooklyn,15.0,423.0,194.0,
2024-10-31,Brooklyn,16.0,722.0,2397.0,
2024-10-31,Brooklyn,17.0,273.0,1640.0,
2024-10-31,Brooklyn,18.0,296.0,801.0,
2024-10-31,Manhattan,1.0,552.0,,
2024-10-31,Manhattan,2.0,281.0,,
2024-10-31,Manhattan,3.0,97.0,99.0,
2024-10-31,Manhattan,4.0,1269.0,384.0,
2024-10-31,Manhattan,5.0,1976.0,977.0,
2024-10-31,Manhattan,6.0,260.0,512.0,
2024-10-31,Manhattan,7.0,963.0,356.0,
2024-10-31,Manhattan,8.0,527.0,,
2024-10-31,Manhattan,9.0,,692.0,
2024-10-31,Manhattan,10.0,,581.0,
2024-10-31,Manhattan,11.0,,529.0,
2024-10-31,Manhattan,12.0,,,
2024-10-31,Queens,1.0,5501.0,319.0,
2024-10-31,Queens,2.0,948.0,281.0,
2024-10-31,Queens,3.0,1878.0,763.0,
2024-10-31,Queens,4.0,146.0,524.0,
2024-10-31,Queens,5.0,,246.0,
2024-10-31,Queens,6.0,,,
2024-10-31,Queens,7.0,86.0,,
2024-10-31,Queens,8.0,154.0,282.0,
2024-10-31,Queens,9.0,,,
2024-10-31,Queens,10.0,692.0,,
2024-09-30,Queens,14.0,528.0,167.0,
2024-09-30,Manhattan,9.0,,691.0,
2024-09-30,Manhattan,7.0,970.0,348.0,
2024-09-30,Manhattan,6.0,263.0,563.0,
2024-09-30,Manhattan,5.0,2098.0,1003.0,
2024-09-30,Manhattan,4.0,1292.0,387.0,
2024-09-30,Manhattan,3.0,98.0,107.0,
2024-09-30,Manhattan,2.0,311.0,,
2024-09-30,Manhattan,1.0,578.0,,
2024-09-30,Brooklyn,18.0,316.0,828.0,
2024-09-30,Brooklyn,17.0,288.0,1590.0,
2024-09-30,Brooklyn,16.0,776.0,2420.0,
2024-09-30,Brooklyn,15.0,432.0,196.0,
2024-09-30,Brooklyn,14.0,177.0,88.0,
2024-09-30,Brooklyn,13.0,,407.0,
2024-09-30,Brooklyn,12.0,,135.0,
2024-09-30,Brooklyn,11.0,,,
2024-09-30,Brooklyn,10.0,,,
2024-09-30,Brooklyn,9.0,,346.0,
2024-09-30,Brooklyn,8.0,139.0,388.0,
2024-09-30,Brooklyn,7.0,301.0,349.0,
2024-09-30,Brooklyn,6.0,393.0,578.0,
2024-09-30,Brooklyn,5.0,970.0,504.0,
2024-09-30,Brooklyn,4.0,74.0,777.0,
2024-09-30,Brooklyn,3.0,437.0,439.0,
2024-09-30,Brooklyn,2.0,,74.0,
2024-09-30,Brooklyn,1.0,534.0,,
2024-09-30,Bronx,12.0,600.0,810.0,
2024-09-30,Bronx,11.0,,,
2024-09-30,Bronx,10.0,,566.0,
2024-09-30,Bronx,9.0,251.0,1518.0,
2024-09-30,Bronx,8.0,,380.0,
2024-09-30,Bronx,7.0,653.0,408.0,
2024-09-30,Bronx,6.0,1095.0,1948.0,
2024-09-30,Bronx,5.0,152.0,1468.0,
2024-09-30,Bronx,4.0,311.0,2169.0,
2024-09-30,Bronx,3.0,,1269.0,
2024-09-30,Bronx,2.0,,802.0,
2024-09-30,Bronx,1.0,228.0,1231.0,
2024-09-30,Manhattan,8.0,541.0,,
2024-09-30,Manhattan,10.0,,582.0,
2024-09-30,Manhattan,11.0,,557.0,
2024-09-30,Manhattan,12.0,,,
2024-09-30,Queens,1.0,5704.0,362.0,
2024-09-30,Queens,2.0,947.0,296.0,
2024-09-30,Queens,3.0,1924.0,787.0,
2024-09-30,Queens,4.0,158.0,542.0,
2024-09-30,Queens,5.0,,234.0,
2024-09-30,Queens,6.0,,,
2024-09-30,Queens,7.0,86.0,,
2024-09-30,Queens,8.0,170.0,278.0,
2024-09-30,Queens,9.0,,,
2024-09-30,Staten Island,1.0,55.0,491.0,
2024-09-30,Staten Island,2.0,594.0,,
2024-09-30,Staten Island,3.0,,,
2024-09-30,Westchester,,115.0,,
2024-09-30,Queens,11.0,169.0,,
2024-09-30,Queens,12.0,6952.0,1389.0,
2024-09-30,Queens,10.0,677.0,,
2024-09-30,Queens,13.0,547.0,836.0,
2024-08-31,Manhattan,7.0,973.0,331.0,
2024-08-31,Westchester,,132.0,,
2024-08-31,Manhattan,8.0,536.0,,
2024-08-31,Manhattan,9.0,,709.0,
2024-08-31,Manhattan,10.0,,622.0,
2024-08-31,Manhattan,11.0,,551.0,
2024-08-31,Manhattan,12.0,,,
2024-08-31,Queens,1.0,5772.0,356.0,
2024-08-31,Queens,2.0,968.0,291.0,
2024-08-31,Queens,3.0,1921.0,744.0,
2024-08-31,Queens,4.0,152.0,517.0,
2024-08-31,Queens,5.0,,242.0,
2024-08-31,Queens,6.0,,,
2024-08-31,Queens,7.0,83.0,,
2024-08-31,Queens,8.0,175.0,290.0,
2024-08-31,Queens,9.0,,,
2024-08-31,Queens,10.0,683.0,,
2024-08-31,Queens,11.0,175.0,,
2024-08-31,Queens,12.0,6995.0,1403.0,
2024-08-31,Queens,13.0,554.0,876.0,
2024-08-31,Queens,14.0,532.0,166.0,
2024-08-31,Staten Island,1.0,60.0,443.0,
2024-08-31,Staten Island,2.0,659.0,,
2024-08-31,Manhattan,5.0,2177.0,1047.0,
2024-08-31,Manhattan,4.0,1381.0,381.0,
2024-08-31,Manhattan,3.0,108.0,111.0,
2024-08-31,Manhattan,2.0,317.0,,
2024-08-31,Manhattan,1.0,592.0,,
2024-08-31,Brooklyn,18.0,333.0,860.0,
2024-08-31,Brooklyn,17.0,316.0,1590.0,
2024-08-31,Brooklyn,16.0,831.0,2370.0,
2024-08-31,Brooklyn,15.0,448.0,189.0,
2024-08-31,Brooklyn,14.0,181.0,92.0,
2024-08-31,Brooklyn,13.0,,363.0,
2024-08-31,Brooklyn,12.0,,129.0,
2024-08-31,Brooklyn,11.0,,,
2024-08-31,Brooklyn,10.0,,,
2024-08-31,Brooklyn,9.0,,344.0,
2024-08-31,Brooklyn,8.0,145.0,384.0,
2024-08-31,Brooklyn,7.0,341.0,363.0,
2024-08-31,Brooklyn,6.0,399.0,571.0,
2024-08-31,Brooklyn,5.0,1026.0,524.0,
2024-08-31,Brooklyn,4.0,,767.0,
2024-08-31,Brooklyn,3.0,486.0,407.0,
2024-08-31,Brooklyn,2.0,,75.0,
2024-08-31,Brooklyn,1.0,546.0,,
2024-08-31,Bronx,12.0,637.0,769.0,
2024-08-31,Bronx,11.0,,,
2024-08-31,Bronx,10.0,,540.0,
2024-08-31,Bronx,9.0,275.0,1568.0,
2024-08-31,Bronx,8.0,,183.0,
2024-08-31,Bronx,7.0,668.0,418.0,
2024-08-31,Bronx,6.0,1112.0,1986.0,
2024-08-31,Bronx,5.0,156.0,1562.0,
2024-08-31,Bronx,4.0,327.0,2122.0,
2024-08-31,Bronx,3.0,,1356.0,
2024-08-31,Bronx,2.0,,760.0,
2024-08-31,Bronx,1.0,238.0,1238.0,
2024-08-31,Manhattan,6.0,257.0,584.0,
2024-08-31,Staten Island,3.0,,,
2024-07-31,Queens,9.0,,,
2024-07-31,Queens,13.0,541.0,793.0,
2024-07-31,Queens,14.0,559.0,169.0,
2024-07-31,Staten Island,1.0,53.0,390.0,
2024-07-31,Westchester,,145.0,,
2024-07-31,Staten Island,2.0,654.0,,
2024-07-31,Queens,10.0,625.0,,
2024-07-31,Queens,11.0,168.0,,
2024-07-31,Queens,12.0,7135.0,1348.0,
2024-07-31,Staten Island,3.0,,,
2024-07-31,Bronx,1.0,241.0,1215.0,
2024-07-31,Bronx,2.0,,752.0,
2024-07-31,Bronx,3.0,,1292.0,
2024-07-31,Bronx,4.0,332.0,2124.0,
2024-07-31,Bronx,5.0,155.0,1559.0,
2024-07-31,Bronx,6.0,1225.0,2014.0,
2024-07-31,Bronx,7.0,656.0,434.0,
2024-07-31,Bronx,8.0,,180.0,
2024-07-31,Bronx,9.0,315.0,1548.0,
2024-07-31,Bronx,10.0,,561.0,
2024-07-31,Bronx,11.0,,,
2024-07-31,Bronx,12.0,632.0,655.0,
2024-07-31,Brooklyn,1.0,555.0,,
2024-07-31,Brooklyn,2.0,,71.0,
2024-07-31,Brooklyn,3.0,505.0,418.0,
2024-07-31,Brooklyn,4.0,,782.0,
2024-07-31,Brooklyn,5.0,1021.0,516.0,
2024-07-31,Brooklyn,6.0,424.0,571.0,
2024-07-31,Brooklyn,7.0,350.0,332.0,
2024-07-31,Brooklyn,8.0,138.0,355.0,
2024-07-31,Brooklyn,9.0,,348.0,
2024-07-31,Brooklyn,10.0,,,
2024-07-31,Brooklyn,11.0,,,
2024-07-31,Brooklyn,12.0,,141.0,
2024-07-31,Brooklyn,13.0,,363.0,
2024-07-31,Brooklyn,14.0,170.0,91.0,
2024-07-31,Brooklyn,15.0,450.0,204.0,
2024-07-31,Brooklyn,16.0,825.0,2314.0,
2024-07-31,Brooklyn,17.0,322.0,1596.0,
2024-07-31,Brooklyn,18.0,332.0,843.0,
2024-07-31,Manhattan,1.0,620.0,,
2024-07-31,Manhattan,2.0,337.0,,
2024-07-31,Manhattan,3.0,109.0,110.0,
2024-07-31,Manhattan,4.0,1327.0,360.0,
2024-07-31,Manhattan,5.0,2268.0,1014.0,
2024-07-31,Manhattan,6.0,251.0,561.0,
2024-07-31,Manhattan,7.0,996.0,346.0,
2024-07-31,Manhattan,8.0,547.0,,
2024-07-31,Manhattan,9.0,,694.0,
2024-07-31,Manhattan,10.0,,592.0,
2024-07-31,Manhattan,11.0,,534.0,
2024-07-31,Manhattan,12.0,,,
2024-07-31,Queens,1.0,5611.0,344.0,
2024-07-31,Queens,2.0,1009.0,297.0,
2024-07-31,Queens,3.0,1972.0,730.0,
2024-07-31,Queens,4.0,145.0,510.0,
2024-07-31,Queens,5.0,,240.0,
2024-07-31,Queens,6.0,,,
2024-07-31,Queens,7.0,86.0,,
2024-07-31,Queens,8.0,175.0,282.0,
2024-06-30,Bronx,8.0,,190.0,
2024-06-30,Brooklyn,18.0,317.0,842.0,
2024-06-30,Bronx,1.0,222.0,1237.0,
2024-06-30,Staten Island,3.0,,,
2024-06-30,Staten Island,2.0,684.0,,
2024-06-30,Staten Island,1.0,66.0,339.0,
2024-06-30,Queens,14.0,538.0,167.0,
2024-06-30,Queens,13.0,536.0,803.0,
2024-06-30,Queens,12.0,7115.0,1333.0,
2024-06-30,Queens,11.0,174.0,,
2024-06-30,Queens,10.0,630.0,,
2024-06-30,Queens,9.0,,,
2024-06-30,Queens,8.0,182.0,276.0,
2024-06-30,Queens,7.0,86.0,,
2024-06-30,Queens,6.0,,,
2024-06-30,Queens,5.0,,246.0,
2024-06-30,Queens,4.0,149.0,514.0,
2024-06-30,Queens,3.0,1988.0,743.0,
